"Amaryllis","Argus vert","Azuré des nerpruns","Azuré porte-queue","Belle-Dame","Brun des pélargoniums","Carte géographique","Citrons","Demi-Deuil et Echiquiers","Flambés","Gazé","Grand Nacré et Tabac d'Espagne","Grande Tortue","Machaons","Mars changeants","Myrtil","Paon du jour","Petites Tortues","Procris","Robert le diable","Silène","Souci","Tircis","Tristan","Vulcain"
1.06619434821507,0,0.710796232143377,0,0,0.710796232143377,0,0,7.10796232143377,0,0,0,0,0,0,5.68636985714702,0,0,0,0.355398116071688,0,0,0,0,0
0,0,0.355398116071688,0,0,0,0,0.355398116071688,9.59574913393559,0,0,0,0,0,0,6.75256420536208,0,0,0,0,0,0,0,0,0
0,0,0.728011403540735,0,0,0,0,0,6.91610833363699,0,0,0.364005701770368,0,0,0,5.46008552655551,0,0,0,0.364005701770368,0,0,0.364005701770368,0,0
0.728011403540735,0,0,0,0,0,0,0,6.91610833363699,0,0,0.364005701770368,0,0,0,8.00812543894809,0,0,0,1.45602280708147,0,0,1.0920171053111,0,0
0,0,0,0,0,0,0,0,4.36806842124441,0,0.364005701770368,0,0,0,0,6.91610833363699,0.364005701770368,0,0,0.728011403540735,0,0,0.728011403540735,0,0
0,0,0.728011403540735,0,0,0,0,0,5.82409122832588,0,0,0,0,0,0,5.46008552655551,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.73207412301478,0,0,0.364005701770368,0,0,0,2.54803991239257,0,0,0,0,0,0.364005701770368,0,0,0
0,0,0,0,0,0,0,0,5.09607982478515,0,0,0,0,0,0,6.55210263186662,0,0,0,0.728011403540735,0,0,0,0,0
0.728011403540735,0,0,0,0,0,0,0.364005701770368,6.18809693009625,0.364005701770368,0,0.364005701770368,0,0,0,5.82409122832588,0,0,0,0.364005701770368,0,0,0.728011403540735,0,0.728011403540735
0,0,0,0,0,0,0,0,1.64835858443423,0,0,0,0,0,0,0.989015150660538,0,0,0.329671716886846,0.659343433773692,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.659343433773692,0,0,0,1.97803030132108,0,0,0,0.329671716886846,0,0,0,0,0.329671716886846
0,0,0,0,0,0,0,0,0.989015150660538,0,0,1.64835858443423,0,0,0,2.96704545198161,0,0,0,0.329671716886846,0,0,0,0,0.329671716886846
0,0,0,0,0.329671716886846,0,0,0,0,0,0,0,0,0,0,2.30770201820792,0,0,0,0,0,1.31868686754738,0,0,0
0,0,0.989015150660538,0,0,0,0,0.659343433773692,3.29671716886846,0.329671716886846,0,0,0,0,0,5.93409090396323,0,0,0.659343433773692,0.659343433773692,0,0,0.329671716886846,0,0
0,0,0,0,0,0,0,0,2.30770201820792,0,0,0,0,0,0,3.95606060264215,0,0,0,0.989015150660538,0,0,0.329671716886846,0,0.659343433773692
0,0,0.331592912406669,0,0,0,0,0,2.65274329925336,0,0,0,0,0,0,0.331592912406669,0,0,0,0.331592912406669,0,0,0,0,0
0,0,0.331592912406669,0,0,0,0,0,1.32637164962668,0.663185824813339,0,0,0,0,0,4.64230077369337,0,0,0,0.331592912406669,0,0,0,0,0
0,0,0,0,0,0,0,0.331592912406669,1.32637164962668,0,0,0,0,0,0,0.994778737220008,0.331592912406669,0,0,0.663185824813339,0,0,0.331592912406669,0,0
0,0,0,0,0.331592912406669,0,0,0,0.331592912406669,0,0,0,0,0,0,3.31592912406669,0,0,0.331592912406669,0.663185824813339,0,0.331592912406669,0.663185824813339,0,0
0.331592912406669,0,0,0,0,0,0,0,2.32115038684669,0,0,0,0,0,0,0.994778737220008,0,0,0,0,0,0,0,0,0
0.331592912406669,0,0,0,0,0,0,0,1.98955747444002,0,0,0,0,0,0,4.64230077369337,0,0,0.663185824813339,0,0,0.331592912406669,0.994778737220008,0,0
0.332792580160863,0.332792580160863,0,0,0,0,0,0,6.3230590230564,0,0,0,0,0,0,4.99188870241295,0.332792580160863,0,3.66071838176949,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.998377740482589,0.998377740482589,0,0,0,0,0,2.32954806112604,0,0,0,0.332792580160863,0,0,0,0,0
0.332792580160863,0,0,0,0,0,0,0.332792580160863,6.98864418337812,0,0,0,0,0,0,6.65585160321726,0,0,0.332792580160863,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.32792580160863,0,0.332792580160863,0,0,0,0,5.65747386273467,0,0.332792580160863,1.99675548096518,0,0,1.33117032064345,0.332792580160863,0,0
2.99513322144777,0,0,0,0.332792580160863,0,0.332792580160863,0.332792580160863,10.9821551453085,0,0,0,0,0,0.332792580160863,6.3230590230564,0.332792580160863,0,1.99675548096518,0.332792580160863,0,0,0,0,0
0,0,0.332792580160863,0,0,0,0,0,0.665585160321726,0,0,0,0,0,0,2.32954806112604,0,0,0,0,0,0,0,0,0
1.33117032064345,0,0,0,0,0,0,0,0.665585160321726,0.665585160321726,0,0,0,0,0,3.66071838176949,0,0,3.32792580160863,0,0,0.332792580160863,0.665585160321726,0,0
0,0,0.317565226755306,0,0,0,0,0.635130453510612,4.12834794781898,0,0,0,0,0,0,1.58782613377653,0.317565226755306,0,0,0.952695680265918,0,0,0,0,0
0,0,0,0,0,0,0,0,1.27026090702122,0.317565226755306,0,0,0,0,0,0.635130453510612,0,0,0,2.54052181404245,0,0,0,0,0
0.317565226755306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635130453510612,1.27026090702122,0,0,0.317565226755306,0,0,0,0,0.317565226755306
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635130453510612,0.952695680265918,0,0,0.952695680265918,0,0.635130453510612,0,0,0
0,0,0,0,0,0,0,0,2.85808704079775,0.317565226755306,0,0,0,0,1.27026090702122,1.58782613377653,0.635130453510612,0,0.317565226755306,1.90539136053184,0,0,0,0,0.635130453510612
0,0,0.635130453510612,0,0,0,0,0.317565226755306,0,0,0,0,0,0,0,0.952695680265918,0.317565226755306,0,0,0.635130453510612,0,0,0.317565226755306,0,0
0.317565226755306,0,0.317565226755306,0,0,0,0,0,0.317565226755306,0,0,0,0,0,0,2.54052181404245,0,0,0,1.90539136053184,0,0,0.635130453510612,0,1.27026090702122
2.01261971389386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2706703978056,0,0,0.402523942778772,0,0,0,0,0.402523942778772,0
0.402523942778772,0,1.61009577111509,0,0,0,0,0,0,0,0,0,0,0,0,2.01261971389386,0,0,0,0,0,0,0,3.62271548500895,0.805047885557545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6858140544783,0,1.61009577111509,0,0,0,0,0.402523942778772,0,0
0,0,0.805047885557545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05047885557545,0.402523942778772,0,0,0,0,0.402523942778772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23281125612404,1.20757182833632,0,3.22019154223018,0,0,0,0,0,0.805047885557545
3.22019154223018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84290702723913,0,0,7.2454309700179,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63533519890281,0,0,0,0,0,0,1.20757182833632,5.63533519890281,0.805047885557545
1.20757182833632,0,1.20757182833632,0,0,0,0,0,0.402523942778772,0,0,0,0,0,0,1.20757182833632,0,0,0.402523942778772,0,0,0,0,0,0
2.01261971389386,0,2.81766759945141,0,0,0,0,0,0.402523942778772,0,0,0,0,0,0,0,0,0,2.41514365667263,0,0,0.805047885557545,0,0,1.20757182833632
0.402523942778772,0,0.805047885557545,0,0,0,0,0,0,0,0,0,0,0,0,2.81766759945141,0.402523942778772,0,3.62271548500895,0,0,0.805047885557545,1.20757182833632,0,0
4.02523942778772,0,1.20757182833632,0,0,0,0,0,0,0,0,0,0,1.20757182833632,0,4.4277633705665,0.402523942778772,0,7.64795491279667,0.805047885557545,0,0,0,0,0
2.41514365667263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83028731334527,0,0,16.9060055967084,0,0,0,0,0,1.20757182833632
0,0,0,0,0,0,0,0.687842208760099,0,0,0,0,0,0,0,1.3756844175202,0,0,0,0,0,0,0.687842208760099,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87842208760099,0,0,0.687842208760099,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66694557689192,0,0,5.33556461513536,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33640134581111,0,0,6.00251019202727,0,0,0,0,0,0
14.2217738856138,0,0,0,0,0,0,0,24.4614510832558,0,0,0,0,0,0,16.497257707312,0,0,6.25758050967008,0,0.568870955424553,0,0,0,0
0.725644919405357,0,0,0,0,0,0,0,0.725644919405357,0,0,0,0,0,0,10.159028871675,0,0,2.17693475821607,0,0,0,0,0,0
9.30788654721941,0,0,0,0,0,0,0,5.58473192833164,0,0,0,0,0,0,8.68736077740478,0,0,6.20525769814627,0,0,0,0,0,0
1.75797242407172,0,0,0,0,0,0,0,4.92232278740083,0,0,0,0,0,0,6.68029521147255,0,0,1.40637793925738,0,0,0,0,0,0
24.0386396815317,0,0,0,0,0,0,0,4.65263993836098,0,0,0,0,0,0,18.6105597534439,0,0,0,0,0,0,0,0,0
2.73315648376821,0,0,0,0,0,0,0,4.78302384659437,0,0,0,0,0,0,10.9326259350728,0,0,5.46631296753642,0.683289120942053,0,0.683289120942053,0,0,0
0.770542712776997,0,0.770542712776997,0,0,0,0,0,0.770542712776997,0,0,0,0,0,0,4.62325627666198,0,0,0.770542712776997,0,0,0,0,0,0
3.90875193706425,0,0,0,0,0,0,0,8.59925426154136,0,0,0,0,0,0,50.0320247944224,0,0,3.90875193706425,0,0,0,0,0,0
1.2454864375225,0,0,0,0,0,0,0,25.5324719692112,0.62274321876125,0,0,0,0,0,11.8321211564637,0.62274321876125,0,7.472918625135,0,0,0,0,0,0
4.53147217626738,0,0,0,0,0,0,0,3.88411900822918,0,0,0,0,0,0,11.6523570246875,0,0,0.647353168038197,0,0,0,0,0,0
13.9095167020001,0,0,0,0,0,0,0,0.695475835100004,0.695475835100004,0,0,0,0,0,15.9959442073001,0,0,0,0,0,0,0,0,0
7.42165428316111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45299256989667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61518613111157,0,0,0,0,4.03796532777892,7.26833759000206,0.807593065555785,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53097125478344,0,0,0,0,6.32742813695861,11.3893706465255,1.26548562739172,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06214969793352,0,0
0,0,0,0,0,0,0,1.31828089751691,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63656179503382,0,0,0
0,0,0,0,0,0,0,0,3.35743303681081,0,0,0,0,0,0,1.6787165184054,0,0,0,0,0,1.6787165184054,0,0,0
