"id_transect_annee","transect_coordonnees","transect_type_prairie","transect_paturage_prairie","transect_rythme_fauchage_prairie","amendements","semis_sursemis","duree","longueur_transect","geometry"
"34_8 plaine de Fontenay_2023","{""type"": ""LineString"", ""coordinates"": [[2.463293820619583, 48.841529653087775], [2.4636398255825043, 48.84105655593627], [2.462395280599594, 48.84114305537616]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,149.969070854612,c(2.46310964226723, 48.8412430881334)
"34_9 plaine nord fort neuf_2011","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2013","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2014","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2016","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2017","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2018","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2019","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_9 plaine nord fort neuf_2020","{""type"": ""LineString"", ""coordinates"": [[2.4434132874011993, 48.8450742089743], [2.4441777169704437, 48.84514658026096], [2.444724887609482, 48.845218951443044], [2.445044070482254, 48.84526131501328], [2.445068210363388, 48.845429003793846], [2.4459291994571686, 48.8451536408687]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1920,209.963058398387,c(2.44472622871399, 48.845213950059)
"34_PRAIRIE CALCAIRE_2023","{""type"": ""LineString"", ""coordinates"": [[2.4573986307843367, 48.82342882094998], [2.4560192242499936, 48.82268211481502]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[""espaces-verts.amendements.autre""]","Non",1800,130.736602135273,c(2.45670892751717, 48.8230554678825)
"34_RIVIERE SAULE TETARDS_2023","{""type"": ""LineString"", ""coordinates"": [[2.4536678360327575, 48.82104887219632], [2.4541020857374183, 48.82092440430302], [2.454464291014434, 48.82085394058863], [2.4546635792778093, 48.82086068685889], [2.4549187646797326, 48.82098511955276]]}","Prairie humide","Non pâturée","Fauche tardive","[""espaces-verts.amendements.autre""]","Non",1800,100.183745219659,c(2.45436331134843, 48.8209346046999)
"350_domaine de Sceaux_2023","{""type"": ""LineString"", ""coordinates"": [[2.29213108719518, 48.769472434664415], [2.293386361011151, 48.770193699160664], [2.2922759264761106, 48.77029976659197]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,204.276586701237,c(2.29259779156081, 48.7699886334723)
"359_prairie parc préfecture 01_2016","{""type"": ""LineString"", ""coordinates"": [[2.0731206295721276, 49.03435767479719], [2.0730374810872214, 49.03425744171545], [2.0729543326112987, 49.0341853441194], [2.072868501918651, 49.03414841603935], [2.0727451203086367, 49.03411852185586], [2.072605645434207, 49.034060491929736], [2.0725064037028504, 49.03401828829815], [2.0725117681183343, 49.03403763163471], [2.0726431963605556, 49.034113246412964], [2.0727451203086367, 49.03419589498933], [2.0728148577368684, 49.03426623410036], [2.0729275105159157, 49.034347123955676], [2.0730052945763555, 49.03442449673359]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",3300,119.0407257089,c(2.07280660478859, 49.0341946774294)
"35_prairie dejeux_2017","{""type"": ""LineString"", ""coordinates"": [[3.0669017812344257, 50.35184135193361], [3.0668695947325433, 50.3517592027056], [3.0668481370616276, 50.35172497381577], [3.066826679390711, 50.35167020753959], [3.0667408486980627, 50.35160859540695], [3.0666335603344987, 50.3515264457705], [3.0665370008108845, 50.35146483345132], [3.066397525945438, 50.351389529397714], [3.0662795087509074, 50.351293687700135], [3.066225864569125, 50.35123892093222], [3.066086389694695, 50.35125945847472], [3.065979101340114, 50.351293687700135], [3.0660542031928126, 50.35136899190574], [3.0661293050455107, 50.35143060434929], [3.066225864569125, 50.3515264457705], [3.0663653394345713, 50.35165651596211], [3.0664511701272197, 50.35175235692731], [3.0664833566291025, 50.3517592027056], [3.0666335603344987, 50.35190296376995], [3.0667837640398954, 50.352033032924375], [3.06688032356351, 50.35214256457084], [3.066955425416208, 50.352238404554946]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",3600,229.448291043824,c(3.06651310476889, 50.3516309990122)
"35_prairie dejeux_2018","{""type"": ""LineString"", ""coordinates"": [[3.0669017812344257, 50.35184135193361], [3.0668695947325433, 50.3517592027056], [3.0668481370616276, 50.35172497381577], [3.066826679390711, 50.35167020753959], [3.0667408486980627, 50.35160859540695], [3.0666335603344987, 50.3515264457705], [3.0665370008108845, 50.35146483345132], [3.066397525945438, 50.351389529397714], [3.0662795087509074, 50.351293687700135], [3.066225864569125, 50.35123892093222], [3.066086389694695, 50.35125945847472], [3.065979101340114, 50.351293687700135], [3.0660542031928126, 50.35136899190574], [3.0661293050455107, 50.35143060434929], [3.066225864569125, 50.3515264457705], [3.0663653394345713, 50.35165651596211], [3.0664511701272197, 50.35175235692731], [3.0664833566291025, 50.3517592027056], [3.0666335603344987, 50.35190296376995], [3.0667837640398954, 50.352033032924375], [3.06688032356351, 50.35214256457084], [3.066955425416208, 50.352238404554946]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2400,229.448291043824,c(3.06651310476889, 50.3516309990122)
"35_prairie dejeux_2019","{""type"": ""LineString"", ""coordinates"": [[3.0669017812344257, 50.35184135193361], [3.0668695947325433, 50.3517592027056], [3.0668481370616276, 50.35172497381577], [3.066826679390711, 50.35167020753959], [3.0667408486980627, 50.35160859540695], [3.0666335603344987, 50.3515264457705], [3.0665370008108845, 50.35146483345132], [3.066397525945438, 50.351389529397714], [3.0662795087509074, 50.351293687700135], [3.066225864569125, 50.35123892093222], [3.066086389694695, 50.35125945847472], [3.065979101340114, 50.351293687700135], [3.0660542031928126, 50.35136899190574], [3.0661293050455107, 50.35143060434929], [3.066225864569125, 50.3515264457705], [3.0663653394345713, 50.35165651596211], [3.0664511701272197, 50.35175235692731], [3.0664833566291025, 50.3517592027056], [3.0666335603344987, 50.35190296376995], [3.0667837640398954, 50.352033032924375], [3.06688032356351, 50.35214256457084], [3.066955425416208, 50.352238404554946]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2700,229.448291043824,c(3.06651310476889, 50.3516309990122)
"35_prairie dejeux_2020","{""type"": ""LineString"", ""coordinates"": [[3.0669017812344257, 50.35184135193361], [3.0668695947325433, 50.3517592027056], [3.0668481370616276, 50.35172497381577], [3.066826679390711, 50.35167020753959], [3.0667408486980627, 50.35160859540695], [3.0666335603344987, 50.3515264457705], [3.0665370008108845, 50.35146483345132], [3.066397525945438, 50.351389529397714], [3.0662795087509074, 50.351293687700135], [3.066225864569125, 50.35123892093222], [3.066086389694695, 50.35125945847472], [3.065979101340114, 50.351293687700135], [3.0660542031928126, 50.35136899190574], [3.0661293050455107, 50.35143060434929], [3.066225864569125, 50.3515264457705], [3.0663653394345713, 50.35165651596211], [3.0664511701272197, 50.35175235692731], [3.0664833566291025, 50.3517592027056], [3.0666335603344987, 50.35190296376995], [3.0667837640398954, 50.352033032924375], [3.06688032356351, 50.35214256457084], [3.066955425416208, 50.352238404554946]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2400,229.448291043824,c(3.06651310476889, 50.3516309990122)
"361_Val Caron Prairie_2016","{""type"": ""LineString"", ""coordinates"": [[2.2419748794258814, 48.896084982480104], [2.2419707487206764, 48.89614601222106], [2.242067737486283, 48.89621384834119], [2.2421275507135316, 48.89632098947373], [2.242181194895313, 48.89633592502713], [2.242263726525081, 48.896310144897704], [2.24234832333677, 48.89639288108607], [2.24232356659399, 48.8965109016682], [2.242278183499223, 48.89648376382184], [2.2422472308693164, 48.89644172574192], [2.2419769446167868, 48.89664653763992], [2.2419154684282843, 48.896702153243076], [2.2423879396157216, 48.8968839174012], [2.2424931626177, 48.89687577080571], [2.242581890143577, 48.896859495292325], [2.242687113145556, 48.89672927332468], [2.242779944364297, 48.896675015494644], [2.242841849794792, 48.896645179890285], [2.2427139352409386, 48.89656651737502], [2.242623142533139, 48.8966356931286], [2.2425179193604805, 48.896570573084354], [2.2423920701592297, 48.896533948489406], [2.242460144635191, 48.89640374329638]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2700,257.062313298292,c(2.24235455072703, 48.8965203910098)
"364_Parc Nelson Mandela Prairie_2016","{""type"": ""LineString"", ""coordinates"": [[2.2320217689139263, 48.89816073916189], [2.2320671786886566, 48.89810105199233], [2.232032095515241, 48.898088850092044], [2.2320733479048025, 48.89808477690741], [2.23220128913862, 48.89787182444545], [2.232114626974328, 48.89784740287829], [2.2320589176016403, 48.897924723202514], [2.2320940007750556, 48.89794235611303], [2.2320589176016403, 48.89794914479096], [2.2319330682386926, 48.89814987733338], [2.2319578251341867, 48.89818650074439]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2700,89.7365332113835,c(2.23205573058971, 48.8980279316056)
"376_Prairie côté Chateau_2015","{""type"": ""LineString"", ""coordinates"": [[1.7381179829533622, 48.96451591376468], [1.7381394406332613, 48.96439616964608], [1.7382145424859594, 48.964304600424015], [1.7383003731696243, 48.96423416244286], [1.7384076615331885, 48.964128505290454], [1.738434483619588, 48.96405806706057], [1.738472034545937, 48.96394536568935], [1.7384452124595375, 48.96387140527551], [1.7383701106068392, 48.96382562020076], [1.7382842799141913, 48.96380448861861], [1.7382520934123087, 48.963737571866034], [1.7382842799141913, 48.96364600143467], [1.738348652935923, 48.96357204057686]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,120.375811569191,c(1.73831316524492, 48.9640030701762)
"376_Prairie côté Chateau_2017","{""type"": ""LineString"", ""coordinates"": [[1.7381179829533622, 48.96451591376468], [1.7381394406332613, 48.96439616964608], [1.7382145424859594, 48.964304600424015], [1.7383003731696243, 48.96423416244286], [1.7384076615331885, 48.964128505290454], [1.738434483619588, 48.96405806706057], [1.738472034545937, 48.96394536568935], [1.7384452124595375, 48.96387140527551], [1.7383701106068392, 48.96382562020076], [1.7382842799141913, 48.96380448861861], [1.7382520934123087, 48.963737571866034], [1.7382842799141913, 48.96364600143467], [1.738348652935923, 48.96357204057686]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,120.375811569191,c(1.73831316524492, 48.9640030701762)
"376_Prairie côté Chateau_2018","{""type"": ""LineString"", ""coordinates"": [[1.7381179829533622, 48.96451591376468], [1.7381394406332613, 48.96439616964608], [1.7382145424859594, 48.964304600424015], [1.7383003731696243, 48.96423416244286], [1.7384076615331885, 48.964128505290454], [1.738434483619588, 48.96405806706057], [1.738472034545937, 48.96394536568935], [1.7384452124595375, 48.96387140527551], [1.7383701106068392, 48.96382562020076], [1.7382842799141913, 48.96380448861861], [1.7382520934123087, 48.963737571866034], [1.7382842799141913, 48.96364600143467], [1.738348652935923, 48.96357204057686]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,120.375811569191,c(1.73831316524492, 48.9640030701762)
"376_Prairie fauche tardive_2015","{""type"": ""LineString"", ""coordinates"": [[1.7378200867020974, 48.961674763918374], [1.7389358856526214, 48.961653631418955], [1.739483056283442, 48.96164658725443], [1.7398907520577993, 48.961604322222755], [1.7402662613212903, 48.96157614551901]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[]","Non",1800,179.175930562916,c(1.73927920840345, 48.9616310900667)
"376_Prairie fauche tardive_2017","{""type"": ""LineString"", ""coordinates"": [[1.7378200867020974, 48.961674763918374], [1.7389358856526214, 48.961653631418955], [1.739483056283442, 48.96164658725443], [1.7398907520577993, 48.961604322222755], [1.7402662613212903, 48.96157614551901]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[]","Non",1800,179.175930562916,c(1.73927920840345, 48.9616310900667)
"376_Prairie fauche tardive_2018","{""type"": ""LineString"", ""coordinates"": [[1.7378200867020974, 48.961674763918374], [1.7389358856526214, 48.961653631418955], [1.739483056283442, 48.96164658725443], [1.7398907520577993, 48.961604322222755], [1.7402662613212903, 48.96157614551901]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[]","Non",1800,179.175930562916,c(1.73927920840345, 48.9616310900667)
"379_Prairie du gîte Wallers-en-Fagne_2011","{""type"": ""LineString"", ""coordinates"": [[4.168411152982372, 50.06113924865431], [4.169129984998488, 50.061662702552134], [4.169333832885667, 50.06159038360333], [4.168706195977681, 50.06101527189562], [4.16891004386486, 50.060894738627006], [4.169618147041027, 50.061342432091536], [4.169703977733675, 50.061390644985394]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,271.171782043511,c(4.1691161907834, 50.0612907746299)
